,clip_name,label
16462,train16463.aiff,0
5430,train5431.aiff,0
4845,train4846.aiff,1
22271,train22272.aiff,1
6310,train6311.aiff,1
8413,train8414.aiff,1
16524,train16525.aiff,0
7777,train7778.aiff,1
9909,train9910.aiff,1
17809,train17810.aiff,0
18396,train18397.aiff,0
10690,train10691.aiff,0
15276,train15277.aiff,0
11391,train11392.aiff,0
20650,train20651.aiff,1
29610,train29611.aiff,0
3655,train3656.aiff,1
5668,train5669.aiff,1
19512,train19513.aiff,1
9784,train9785.aiff,1
27309,train27310.aiff,0
29832,train29833.aiff,1
11736,train11737.aiff,1
709,train710.aiff,0
5949,train5950.aiff,1
21173,train21174.aiff,0
17932,train17933.aiff,0
11035,train11036.aiff,1
2168,train2169.aiff,1
1120,train1121.aiff,0
20854,train20855.aiff,1
10001,train10002.aiff,0
98,train99.aiff,0
10490,train10491.aiff,0
15923,train15924.aiff,0
14004,train14005.aiff,0
5161,train5162.aiff,0
9388,train9389.aiff,0
10145,train10146.aiff,1
4881,train4882.aiff,1
25130,train25131.aiff,1
23390,train23391.aiff,1
23643,train23644.aiff,0
10125,train10126.aiff,0
21086,train21087.aiff,0
26152,train26153.aiff,0
8906,train8907.aiff,1
21582,train21583.aiff,0
29673,train29674.aiff,1
13769,train13770.aiff,0
2463,train2464.aiff,0
24658,train24659.aiff,1
22971,train22972.aiff,0
15298,train15299.aiff,0
7131,train7132.aiff,1
24125,train24126.aiff,0
26628,train26629.aiff,1
10979,train10980.aiff,0
19348,train19349.aiff,0
18877,train18878.aiff,1
20855,train20856.aiff,1
17802,train17803.aiff,0
18808,train18809.aiff,1
23891,train23892.aiff,0
2377,train2378.aiff,1
22540,train22541.aiff,0
1537,train1538.aiff,0
19850,train19851.aiff,1
27040,train27041.aiff,1
20953,train20954.aiff,1
16824,train16825.aiff,1
11502,train11503.aiff,0
16044,train16045.aiff,0
3681,train3682.aiff,1
10226,train10227.aiff,1
14025,train14026.aiff,0
6421,train6422.aiff,1
24663,train24664.aiff,0
27865,train27866.aiff,0
8588,train8589.aiff,1
21819,train21820.aiff,1
1634,train1635.aiff,1
21531,train21532.aiff,0
18758,train18759.aiff,1
21367,train21368.aiff,0
346,train347.aiff,0
4449,train4450.aiff,1
8584,train8585.aiff,0
14422,train14423.aiff,0
4699,train4700.aiff,1
4005,train4006.aiff,1
9474,train9475.aiff,1
11310,train11311.aiff,1
22364,train22365.aiff,0
15499,train15500.aiff,0
25109,train25110.aiff,1
10700,train10701.aiff,1
8095,train8096.aiff,1
3123,train3124.aiff,0
6604,train6605.aiff,0
4073,train4074.aiff,1
24177,train24178.aiff,0
3630,train3631.aiff,0
20356,train20357.aiff,1
3032,train3033.aiff,0
14215,train14216.aiff,0
25811,train25812.aiff,1
8688,train8689.aiff,1
20542,train20543.aiff,1
26730,train26731.aiff,1
12303,train12304.aiff,1
11190,train11191.aiff,0
28479,train28480.aiff,1
5334,train5335.aiff,1
13025,train13026.aiff,0
11648,train11649.aiff,0
7935,train7936.aiff,0
28288,train28289.aiff,0
6819,train6820.aiff,0
23245,train23246.aiff,0
7646,train7647.aiff,0
2589,train2590.aiff,1
26260,train26261.aiff,1
20712,train20713.aiff,0
23273,train23274.aiff,1
20636,train20637.aiff,1
3832,train3833.aiff,1
25420,train25421.aiff,1
9169,train9170.aiff,1
4798,train4799.aiff,1
28506,train28507.aiff,0
26385,train26386.aiff,1
18719,train18720.aiff,1
9408,train9409.aiff,1
21023,train21024.aiff,0
4692,train4693.aiff,1
23282,train23283.aiff,1
21552,train21553.aiff,0
18273,train18274.aiff,1
10123,train10124.aiff,1
23035,train23036.aiff,0
24721,train24722.aiff,1
26288,train26289.aiff,0
6845,train6846.aiff,0
8071,train8072.aiff,1
26378,train26379.aiff,1
23439,train23440.aiff,1
4075,train4076.aiff,1
7077,train7078.aiff,0
23220,train23221.aiff,1
28768,train28769.aiff,0
12164,train12165.aiff,1
5572,train5573.aiff,1
5150,train5151.aiff,0
14931,train14932.aiff,0
16272,train16273.aiff,0
8329,train8330.aiff,1
1153,train1154.aiff,0
5574,train5575.aiff,1
362,train363.aiff,0
23210,train23211.aiff,1
4541,train4542.aiff,0
17032,train17033.aiff,0
19761,train19762.aiff,1
17788,train17789.aiff,1
12353,train12354.aiff,1
17728,train17729.aiff,0
4769,train4770.aiff,1
18320,train18321.aiff,1
24806,train24807.aiff,0
18558,train18559.aiff,1
8669,train8670.aiff,1
28224,train28225.aiff,0
28009,train28010.aiff,0
6144,train6145.aiff,0
21721,train21722.aiff,0
18549,train18550.aiff,1
14021,train14022.aiff,0
4976,train4977.aiff,1
15955,train15956.aiff,0
8130,train8131.aiff,1
22294,train22295.aiff,1
7637,train7638.aiff,1
24892,train24893.aiff,1
6561,train6562.aiff,1
27764,train27765.aiff,0
12196,train12197.aiff,1
17,train18.aiff,0
579,train580.aiff,0
9812,train9813.aiff,1
22638,train22639.aiff,1
16165,train16166.aiff,0
22076,train22077.aiff,1
18903,train18904.aiff,1
13137,train13138.aiff,0
401,train402.aiff,0
19822,train19823.aiff,1
488,train489.aiff,0
10227,train10228.aiff,1
3749,train3750.aiff,0
24311,train24312.aiff,0
12979,train12980.aiff,0
18091,train18092.aiff,0
4017,train4018.aiff,1
7573,train7574.aiff,1
21131,train21132.aiff,0
10209,train10210.aiff,1
28682,train28683.aiff,0
7765,train7766.aiff,0
7130,train7131.aiff,0
5977,train5978.aiff,1
25960,train25961.aiff,1
6611,train6612.aiff,1
19853,train19854.aiff,1
25691,train25692.aiff,0
24577,train24578.aiff,1
29563,train29564.aiff,0
26494,train26495.aiff,1
24756,train24757.aiff,0
6712,train6713.aiff,0
21696,train21697.aiff,0
3139,train3140.aiff,0
15673,train15674.aiff,0
9765,train9766.aiff,1
1475,train1476.aiff,1
19265,train19266.aiff,1
26607,train26608.aiff,1
1672,train1673.aiff,0
12929,train12930.aiff,1
9970,train9971.aiff,1
13041,train13042.aiff,0
19569,train19570.aiff,1
28265,train28266.aiff,1
22158,train22159.aiff,1
11416,train11417.aiff,0
6516,train6517.aiff,1
18894,train18895.aiff,0
1234,train1235.aiff,0
4718,train4719.aiff,1
12402,train12403.aiff,0
3679,train3680.aiff,1
17930,train17931.aiff,0
15460,train15461.aiff,0
11720,train11721.aiff,1
23099,train23100.aiff,0
6531,train6532.aiff,1
9499,train9500.aiff,1
7072,train7073.aiff,0
20234,train20235.aiff,1
14684,train14685.aiff,0
19076,train19077.aiff,1
27210,train27211.aiff,0
28929,train28930.aiff,0
18933,train18934.aiff,0
26639,train26640.aiff,1
13231,train13232.aiff,1
16755,train16756.aiff,1
12908,train12909.aiff,0
23879,train23880.aiff,0
1838,train1839.aiff,1
13003,train13004.aiff,0
18467,train18468.aiff,0
14202,train14203.aiff,0
9842,train9843.aiff,0
23442,train23443.aiff,0
4926,train4927.aiff,0
28922,train28923.aiff,1
11584,train11585.aiff,0
16941,train16942.aiff,1
28770,train28771.aiff,0
1889,train1890.aiff,0
14485,train14486.aiff,1
23885,train23886.aiff,0
4597,train4598.aiff,1
19351,train19352.aiff,0
7274,train7275.aiff,0
3739,train3740.aiff,0
1172,train1173.aiff,1
22941,train22942.aiff,0
18193,train18194.aiff,1
24990,train24991.aiff,0
24315,train24316.aiff,0
4452,train4453.aiff,1
21577,train21578.aiff,0
5287,train5288.aiff,0
8195,train8196.aiff,0
6687,train6688.aiff,1
1714,train1715.aiff,0
24896,train24897.aiff,0
29137,train29138.aiff,0
2587,train2588.aiff,1
12847,train12848.aiff,0
22028,train22029.aiff,1
25248,train25249.aiff,1
727,train728.aiff,0
24592,train24593.aiff,1
4321,train4322.aiff,0
14292,train14293.aiff,0
25508,train25509.aiff,0
27035,train27036.aiff,1
17820,train17821.aiff,0
12131,train12132.aiff,1
16246,train16247.aiff,0
18115,train18116.aiff,0
20088,train20089.aiff,1
23760,train23761.aiff,0
16707,train16708.aiff,0
21474,train21475.aiff,0
78,train79.aiff,1
29604,train29605.aiff,0
16441,train16442.aiff,0
17367,train17368.aiff,0
3596,train3597.aiff,0
28647,train28648.aiff,0
28012,train28013.aiff,0
23050,train23051.aiff,0
26015,train26016.aiff,1
11489,train11490.aiff,0
644,train645.aiff,0
23236,train23237.aiff,1
7762,train7763.aiff,1
26530,train26531.aiff,1
24083,train24084.aiff,0
19219,train19220.aiff,0
23923,train23924.aiff,0
17063,train17064.aiff,0
20037,train20038.aiff,0
4840,train4841.aiff,1
3785,train3786.aiff,1
26593,train26594.aiff,1
12744,train12745.aiff,0
10503,train10504.aiff,0
13785,train13786.aiff,0
2776,train2777.aiff,0
1440,train1441.aiff,1
12385,train12386.aiff,1
25909,train25910.aiff,1
1628,train1629.aiff,0
26057,train26058.aiff,1
6172,train6173.aiff,0
20655,train20656.aiff,1
11835,train11836.aiff,0
26293,train26294.aiff,1
18494,train18495.aiff,1
3301,train3302.aiff,0
25802,train25803.aiff,1
21111,train21112.aiff,0
22675,train22676.aiff,1
25134,train25135.aiff,1
13340,train13341.aiff,0
13261,train13262.aiff,0
11807,train11808.aiff,1
22948,train22949.aiff,0
27449,train27450.aiff,0
25945,train25946.aiff,1
25906,train25907.aiff,1
28932,train28933.aiff,0
6667,train6668.aiff,0
10754,train10755.aiff,0
6525,train6526.aiff,1
8600,train8601.aiff,1
19492,train19493.aiff,1
6228,train6229.aiff,0
22295,train22296.aiff,1
6316,train6317.aiff,1
12531,train12532.aiff,0
26675,train26676.aiff,1
24952,train24953.aiff,1
487,train488.aiff,0
11760,train11761.aiff,0
10890,train10891.aiff,1
25015,train25016.aiff,1
27513,train27514.aiff,0
17624,train17625.aiff,0
9065,train9066.aiff,1
7226,train7227.aiff,0
14482,train14483.aiff,1
19120,train19121.aiff,0
15704,train15705.aiff,0
23325,train23326.aiff,1
11563,train11564.aiff,1
23155,train23156.aiff,1
29579,train29580.aiff,0
8371,train8372.aiff,0
27684,train27685.aiff,0
20608,train20609.aiff,1
12265,train12266.aiff,1
1111,train1112.aiff,1
1222,train1223.aiff,0
20681,train20682.aiff,1
6307,train6308.aiff,1
14909,train14910.aiff,0
10045,train10046.aiff,1
27895,train27896.aiff,0
4131,train4132.aiff,0
1734,train1735.aiff,0
17721,train17722.aiff,0
9872,train9873.aiff,1
23696,train23697.aiff,0
24166,train24167.aiff,0
20725,train20726.aiff,1
12902,train12903.aiff,0
4347,train4348.aiff,0
4849,train4850.aiff,1
29336,train29337.aiff,0
21971,train21972.aiff,1
23195,train23196.aiff,1
13108,train13109.aiff,0
29437,train29438.aiff,1
4823,train4824.aiff,0
2431,train2432.aiff,0
15133,train15134.aiff,0
23087,train23088.aiff,1
26740,train26741.aiff,1
6564,train6565.aiff,1
23565,train23566.aiff,0
9350,train9351.aiff,1
28301,train28302.aiff,0
14098,train14099.aiff,0
26606,train26607.aiff,1
20594,train20595.aiff,1
16166,train16167.aiff,0
17268,train17269.aiff,1
26018,train26019.aiff,1
18367,train18368.aiff,0
4009,train4010.aiff,1
10092,train10093.aiff,1
18487,train18488.aiff,1
5536,train5537.aiff,1
12735,train12736.aiff,0
20431,train20432.aiff,1
18630,train18631.aiff,1
25220,train25221.aiff,1
7560,train7561.aiff,1
20520,train20521.aiff,0
2122,train2123.aiff,0
9927,train9928.aiff,1
25536,train25537.aiff,0
22513,train22514.aiff,1
26727,train26728.aiff,1
14239,train14240.aiff,0
22711,train22712.aiff,0
23946,train23947.aiff,0
15862,train15863.aiff,0
17648,train17649.aiff,0
24316,train24317.aiff,0
10892,train10893.aiff,0
25846,train25847.aiff,0
18404,train18405.aiff,0
7004,train7005.aiff,1
9117,train9118.aiff,0
26749,train26750.aiff,1
26010,train26011.aiff,1
23401,train23402.aiff,0
5042,train5043.aiff,0
22802,train22803.aiff,0
11328,train11329.aiff,1
28308,train28309.aiff,0
4869,train4870.aiff,1
24600,train24601.aiff,1
334,train335.aiff,0
9643,train9644.aiff,0
1223,train1224.aiff,1
14134,train14135.aiff,1
27194,train27195.aiff,0
19085,train19086.aiff,1
25647,train25648.aiff,0
22780,train22781.aiff,0
21908,train21909.aiff,1
24831,train24832.aiff,1
13838,train13839.aiff,0
20007,train20008.aiff,0
8580,train8581.aiff,0
20428,train20429.aiff,0
28464,train28465.aiff,0
25238,train25239.aiff,0
2075,train2076.aiff,0
20823,train20824.aiff,0
26267,train26268.aiff,1
8879,train8880.aiff,1
28100,train28101.aiff,0
24643,train24644.aiff,1
11756,train11757.aiff,0
22533,train22534.aiff,0
14176,train14177.aiff,0
29963,train29964.aiff,1
20440,train20441.aiff,1
7234,train7235.aiff,0
6512,train6513.aiff,1
12347,train12348.aiff,1
4873,train4874.aiff,1
7192,train7193.aiff,1
24772,train24773.aiff,0
23343,train23344.aiff,0
19033,train19034.aiff,1
12700,train12701.aiff,1
5399,train5400.aiff,0
7279,train7280.aiff,1
8318,train8319.aiff,0
5869,train5870.aiff,0
26814,train26815.aiff,1
7392,train7393.aiff,1
21761,train21762.aiff,0
13048,train13049.aiff,1
28072,train28073.aiff,0
29273,train29274.aiff,0
18057,train18058.aiff,0
5223,train5224.aiff,1
11023,train11024.aiff,1
24934,train24935.aiff,0
27318,train27319.aiff,1
4691,train4692.aiff,1
25244,train25245.aiff,1
12930,train12931.aiff,1
24541,train24542.aiff,0
26402,train26403.aiff,1
5779,train5780.aiff,0
29019,train29020.aiff,0
10185,train10186.aiff,1
26326,train26327.aiff,1
18824,train18825.aiff,1
12669,train12670.aiff,0
26852,train26853.aiff,0
6433,train6434.aiff,1
14512,train14513.aiff,0
24494,train24495.aiff,0
27855,train27856.aiff,0
29371,train29372.aiff,0
20375,train20376.aiff,1
20903,train20904.aiff,0
20326,train20327.aiff,0
11319,train11320.aiff,1
4987,train4988.aiff,1
12583,train12584.aiff,1
19440,train19441.aiff,1
9719,train9720.aiff,0
22597,train22598.aiff,1
11938,train11939.aiff,1
12587,train12588.aiff,1
21311,train21312.aiff,0
5073,train5074.aiff,1
20145,train20146.aiff,1
7589,train7590.aiff,1
28715,train28716.aiff,0
26800,train26801.aiff,1
9634,train9635.aiff,1
19150,train19151.aiff,0
23381,train23382.aiff,1
9942,train9943.aiff,1
1203,train1204.aiff,0
5563,train5564.aiff,1
28101,train28102.aiff,0
26086,train26087.aiff,1
5616,train5617.aiff,0
1228,train1229.aiff,0
29238,train29239.aiff,0
20664,train20665.aiff,1
14686,train14687.aiff,0
26906,train26907.aiff,0
12774,train12775.aiff,0
22192,train22193.aiff,0
9869,train9870.aiff,1
5316,train5317.aiff,1
19054,train19055.aiff,1
6465,train6466.aiff,1
15305,train15306.aiff,0
28796,train28797.aiff,0
80,train81.aiff,1
7596,train7597.aiff,0
12539,train12540.aiff,0
23874,train23875.aiff,0
18528,train18529.aiff,1
4076,train4077.aiff,1
8506,train8507.aiff,0
5414,train5415.aiff,0
11028,train11029.aiff,0
1184,train1185.aiff,0
28568,train28569.aiff,0
24641,train24642.aiff,1
16636,train16637.aiff,0
5295,train5296.aiff,1
20106,train20107.aiff,1
1381,train1382.aiff,0
8281,train8282.aiff,0
8997,train8998.aiff,0
19457,train19458.aiff,1
480,train481.aiff,0
2753,train2754.aiff,0
10261,train10262.aiff,1
4330,train4331.aiff,0
25569,train25570.aiff,0
22478,train22479.aiff,0
20228,train20229.aiff,0
24632,train24633.aiff,1
22153,train22154.aiff,0
20489,train20490.aiff,1
7622,train7623.aiff,1
5457,train5458.aiff,1
22591,train22592.aiff,1
24247,train24248.aiff,0
17545,train17546.aiff,1
17446,train17447.aiff,0
16117,train16118.aiff,0
16410,train16411.aiff,0
18756,train18757.aiff,1
21607,train21608.aiff,0
26663,train26664.aiff,1
27092,train27093.aiff,1
24893,train24894.aiff,1
6416,train6417.aiff,0
16927,train16928.aiff,0
13865,train13866.aiff,0
12106,train12107.aiff,1
29899,train29900.aiff,1
8718,train8719.aiff,0
15035,train15036.aiff,0
27341,train27342.aiff,0
14746,train14747.aiff,0
18492,train18493.aiff,0
7021,train7022.aiff,0
22069,train22070.aiff,1
17247,train17248.aiff,0
18391,train18392.aiff,1
13183,train13184.aiff,1
19343,train19344.aiff,1
8439,train8440.aiff,1
1059,train1060.aiff,1
8204,train8205.aiff,1
23238,train23239.aiff,1
1900,train1901.aiff,1
26891,train26892.aiff,1
4980,train4981.aiff,1
16731,train16732.aiff,1
17428,train17429.aiff,0
11916,train11917.aiff,0
315,train316.aiff,0
3800,train3801.aiff,1
28416,train28417.aiff,0
9015,train9016.aiff,0
19805,train19806.aiff,1
23151,train23152.aiff,1
19143,train19144.aiff,1
17235,train17236.aiff,1
22765,train22766.aiff,0
27135,train27136.aiff,0
23008,train23009.aiff,1
9865,train9866.aiff,0
13429,train13430.aiff,0
26268,train26269.aiff,1
22272,train22273.aiff,1
10606,train10607.aiff,0
18333,train18334.aiff,0
10949,train10950.aiff,0
17399,train17400.aiff,0
11719,train11720.aiff,1
26196,train26197.aiff,1
10056,train10057.aiff,0
26023,train26024.aiff,1
22252,train22253.aiff,0
24226,train24227.aiff,0
19131,train19132.aiff,1
4334,train4335.aiff,0
21909,train21910.aiff,1
26919,train26920.aiff,1
996,train997.aiff,1
28909,train28910.aiff,0
17521,train17522.aiff,1
17296,train17297.aiff,1
18446,train18447.aiff,0
8444,train8445.aiff,0
25094,train25095.aiff,1
18891,train18892.aiff,0
24110,train24111.aiff,0
14494,train14495.aiff,0
1507,train1508.aiff,1
15379,train15380.aiff,0
16846,train16847.aiff,0
1498,train1499.aiff,0
19580,train19581.aiff,1
16792,train16793.aiff,0
9740,train9741.aiff,1
2441,train2442.aiff,0
23404,train23405.aiff,0
4560,train4561.aiff,0
864,train865.aiff,0
27190,train27191.aiff,0
29408,train29409.aiff,0
17755,train17756.aiff,0
19560,train19561.aiff,1
28989,train28990.aiff,0
3875,train3876.aiff,0
20528,train20529.aiff,0
2119,train2120.aiff,0
24097,train24098.aiff,0
25493,train25494.aiff,0
7232,train7233.aiff,0
29402,train29403.aiff,0
28685,train28686.aiff,0
20616,train20617.aiff,0
27741,train27742.aiff,0
1899,train1900.aiff,1
19200,train19201.aiff,1
28140,train28141.aiff,0
9660,train9661.aiff,0
14104,train14105.aiff,0
6590,train6591.aiff,0
6488,train6489.aiff,1
23172,train23173.aiff,0
7917,train7918.aiff,0
7531,train7532.aiff,0
4013,train4014.aiff,1
11990,train11991.aiff,0
5395,train5396.aiff,0
18624,train18625.aiff,0
16567,train16568.aiff,0
22357,train22358.aiff,1
3668,train3669.aiff,1
18550,train18551.aiff,0
5955,train5956.aiff,1
5099,train5100.aiff,1
9959,train9960.aiff,1
11922,train11923.aiff,1
13571,train13572.aiff,0
9917,train9918.aiff,0
13299,train13300.aiff,0
29393,train29394.aiff,0
15008,train15009.aiff,0
455,train456.aiff,0
20023,train20024.aiff,0
4527,train4528.aiff,0
18979,train18980.aiff,1
29227,train29228.aiff,0
705,train706.aiff,0
21556,train21557.aiff,0
24884,train24885.aiff,0
23206,train23207.aiff,1
28750,train28751.aiff,0
21396,train21397.aiff,0
26226,train26227.aiff,1
6507,train6508.aiff,1
19528,train19529.aiff,1
10426,train10427.aiff,0
3603,train3604.aiff,1
7056,train7057.aiff,0
15618,train15619.aiff,0
23393,train23394.aiff,1
21175,train21176.aiff,0
24038,train24039.aiff,0
19433,train19434.aiff,1
7621,train7622.aiff,1
14489,train14490.aiff,0
25175,train25176.aiff,1
29631,train29632.aiff,0
2008,train2009.aiff,0
9995,train9996.aiff,0
20358,train20359.aiff,1
4138,train4139.aiff,1
5317,train5318.aiff,1
12068,train12069.aiff,1
1843,train1844.aiff,0
2741,train2742.aiff,1
482,train483.aiff,0
11209,train11210.aiff,1
14267,train14268.aiff,0
12649,train12650.aiff,0
2167,train2168.aiff,1
27419,train27420.aiff,0
11512,train11513.aiff,1
11984,train11985.aiff,0
18199,train18200.aiff,1
10520,train10521.aiff,1
14407,train14408.aiff,0
25102,train25103.aiff,1
12261,train12262.aiff,0
11981,train11982.aiff,1
18873,train18874.aiff,0
7801,train7802.aiff,0
16153,train16154.aiff,1
138,train139.aiff,0
21888,train21889.aiff,1
24307,train24308.aiff,0
28785,train28786.aiff,0
19100,train19101.aiff,1
26845,train26846.aiff,1
6725,train6726.aiff,1
28478,train28479.aiff,1
21822,train21823.aiff,1
1044,train1045.aiff,0
11428,train11429.aiff,1
25495,train25496.aiff,1
7395,train7396.aiff,0
21296,train21297.aiff,0
20110,train20111.aiff,1
24740,train24741.aiff,1
26172,train26173.aiff,1
1160,train1161.aiff,1
3030,train3031.aiff,0
13298,train13299.aiff,0
23974,train23975.aiff,0
10126,train10127.aiff,1
12420,train12421.aiff,0
11088,train11089.aiff,0
29875,train29876.aiff,1
19425,train19426.aiff,1
10852,train10853.aiff,0
16530,train16531.aiff,0
12214,train12215.aiff,0
12080,train12081.aiff,1
7758,train7759.aiff,1
8453,train8454.aiff,1
8876,train8877.aiff,1
4686,train4687.aiff,1
10668,train10669.aiff,0
9226,train9227.aiff,0
24909,train24910.aiff,1
28781,train28782.aiff,0
12366,train12367.aiff,0
26225,train26226.aiff,1
26548,train26549.aiff,0
27940,train27941.aiff,0
9975,train9976.aiff,0
12725,train12726.aiff,0
12102,train12103.aiff,0
5371,train5372.aiff,1
29737,train29738.aiff,1
9192,train9193.aiff,1
25480,train25481.aiff,0
23012,train23013.aiff,0
9921,train9922.aiff,1
6807,train6808.aiff,0
10899,train10900.aiff,1
16966,train16967.aiff,0
2639,train2640.aiff,0
25668,train25669.aiff,0
26424,train26425.aiff,1
5308,train5309.aiff,1
18560,train18561.aiff,1
25886,train25887.aiff,1
8968,train8969.aiff,0
9824,train9825.aiff,0
13633,train13634.aiff,0
12834,train12835.aiff,0
6793,train6794.aiff,1
26436,train26437.aiff,1
4201,train4202.aiff,0
17925,train17926.aiff,0
10100,train10101.aiff,1
22822,train22823.aiff,1
10825,train10826.aiff,1
14298,train14299.aiff,0
24905,train24906.aiff,1
28252,train28253.aiff,0
25902,train25903.aiff,1
6707,train6708.aiff,1
133,train134.aiff,0
28031,train28032.aiff,0
28429,train28430.aiff,0
25380,train25381.aiff,1
20821,train20822.aiff,1
26011,train26012.aiff,1
22604,train22605.aiff,1
4972,train4973.aiff,1
26980,train26981.aiff,0
1670,train1671.aiff,0
11873,train11874.aiff,1
3395,train3396.aiff,0
28016,train28017.aiff,0
20605,train20606.aiff,1
13814,train13815.aiff,0
21699,train21700.aiff,0
19545,train19546.aiff,1
5910,train5911.aiff,1
10881,train10882.aiff,1
391,train392.aiff,0
7497,train7498.aiff,0
22033,train22034.aiff,0
22147,train22148.aiff,1
19556,train19557.aiff,1
1638,train1639.aiff,1
26787,train26788.aiff,1
25222,train25223.aiff,1
771,train772.aiff,0
17082,train17083.aiff,0
26796,train26797.aiff,1
14041,train14042.aiff,0
13409,train13410.aiff,0
4410,train4411.aiff,0
20449,train20450.aiff,0
28885,train28886.aiff,0
25891,train25892.aiff,1
24292,train24293.aiff,0
11847,train11848.aiff,0
9455,train9456.aiff,1
21808,train21809.aiff,0
11674,train11675.aiff,1
5524,train5525.aiff,1
27930,train27931.aiff,1
19124,train19125.aiff,1
22274,train22275.aiff,0
23382,train23383.aiff,1
11279,train11280.aiff,0
28316,train28317.aiff,0
26985,train26986.aiff,1
5205,train5206.aiff,0
7023,train7024.aiff,1
26456,train26457.aiff,1
19062,train19063.aiff,1
21695,train21696.aiff,0
10889,train10890.aiff,1
25322,train25323.aiff,0
1164,train1165.aiff,0
20412,train20413.aiff,1
8084,train8085.aiff,1
974,train975.aiff,1
7333,train7334.aiff,1
2064,train2065.aiff,0
655,train656.aiff,0
18171,train18172.aiff,1
24668,train24669.aiff,1
15663,train15664.aiff,0
14177,train14178.aiff,0
23976,train23977.aiff,0
24184,train24185.aiff,0
20490,train20491.aiff,1
10266,train10267.aiff,0
20958,train20959.aiff,0
24586,train24587.aiff,1
19016,train19017.aiff,0
1229,train1230.aiff,0
17760,train17761.aiff,1
12028,train12029.aiff,1
12609,train12610.aiff,0
20144,train20145.aiff,1
12999,train13000.aiff,1
4933,train4934.aiff,1
19321,train19322.aiff,1
3694,train3695.aiff,0
12344,train12345.aiff,1
4191,train4192.aiff,1
25564,train25565.aiff,0
23465,train23466.aiff,0
19681,train19682.aiff,1
11410,train11411.aiff,0
25309,train25310.aiff,0
21649,train21650.aiff,0
5031,train5032.aiff,1
21974,train21975.aiff,0
11445,train11446.aiff,1
9429,train9430.aiff,0
7590,train7591.aiff,1
17525,train17526.aiff,0
25656,train25657.aiff,0
24448,train24449.aiff,1
4547,train4548.aiff,1
25254,train25255.aiff,1
6649,train6650.aiff,1
17867,train17868.aiff,0
24835,train24836.aiff,1
25994,train25995.aiff,1
6440,train6441.aiff,1
17538,train17539.aiff,0
19476,train19477.aiff,1
6437,train6438.aiff,0
7466,train7467.aiff,0
14124,train14125.aiff,0
18288,train18289.aiff,0
18832,train18833.aiff,1
19446,train19447.aiff,1
5121,train5122.aiff,0
6884,train6885.aiff,0
24603,train24604.aiff,1
13932,train13933.aiff,0
19916,train19917.aiff,1
6792,train6793.aiff,1
5584,train5585.aiff,0
11131,train11132.aiff,1
27319,train27320.aiff,0
2749,train2750.aiff,0
11950,train11951.aiff,1
19290,train19291.aiff,1
7165,train7166.aiff,0
12792,train12793.aiff,1
21896,train21897.aiff,1
15458,train15459.aiff,0
24841,train24842.aiff,0
17323,train17324.aiff,0
16818,train16819.aiff,1
24683,train24684.aiff,1
12331,train12332.aiff,1
20156,train20157.aiff,1
2208,train2209.aiff,0
15032,train15033.aiff,0
25918,train25919.aiff,1
7292,train7293.aiff,1
17474,train17475.aiff,1
5928,train5929.aiff,1
19007,train19008.aiff,1
18351,train18352.aiff,1
26659,train26660.aiff,1
19179,train19180.aiff,1
27825,train27826.aiff,0
14870,train14871.aiff,0
27551,train27552.aiff,0
6193,train6194.aiff,0
952,train953.aiff,0
9334,train9335.aiff,1
19328,train19329.aiff,1
11707,train11708.aiff,0
15130,train15131.aiff,0
23164,train23165.aiff,1
29457,train29458.aiff,0
26864,train26865.aiff,1
27037,train27038.aiff,1
12830,train12831.aiff,0
10101,train10102.aiff,1
8565,train8566.aiff,0
26513,train26514.aiff,1
23414,train23415.aiff,0
8743,train8744.aiff,1
26827,train26828.aiff,1
23457,train23458.aiff,0
7388,train7389.aiff,0
23612,train23613.aiff,0
15587,train15588.aiff,0
5074,train5075.aiff,1
18023,train18024.aiff,0
23484,train23485.aiff,0
24198,train24199.aiff,0
16285,train16286.aiff,0
29886,train29887.aiff,0
12336,train12337.aiff,0
19347,train19348.aiff,1
29833,train29834.aiff,0
24799,train24800.aiff,0
19438,train19439.aiff,1
29555,train29556.aiff,0
3744,train3745.aiff,0
9778,train9779.aiff,0
24585,train24586.aiff,1
26292,train26293.aiff,1
5804,train5805.aiff,1
200,train201.aiff,0
2731,train2732.aiff,1
21001,train21002.aiff,0
2028,train2029.aiff,0
17091,train17092.aiff,0
4796,train4797.aiff,1
8520,train8521.aiff,1
28221,train28222.aiff,1
24350,train24351.aiff,0
9490,train9491.aiff,1
16671,train16672.aiff,1
9968,train9969.aiff,0
12769,train12770.aiff,0
4085,train4086.aiff,1
11554,train11555.aiff,1
20745,train20746.aiff,1
19020,train19021.aiff,0
19310,train19311.aiff,0
17704,train17705.aiff,1
4388,train4389.aiff,0
17528,train17529.aiff,0
12591,train12592.aiff,1
26957,train26958.aiff,1
19097,train19098.aiff,1
24169,train24170.aiff,0
20562,train20563.aiff,1
9101,train9102.aiff,0
1323,train1324.aiff,0
26812,train26813.aiff,1
16491,train16492.aiff,0
10229,train10230.aiff,1
25135,train25136.aiff,1
29297,train29298.aiff,1
17711,train17712.aiff,0
58,train59.aiff,0
24138,train24139.aiff,0
8982,train8983.aiff,1
893,train894.aiff,0
26008,train26009.aiff,1
2976,train2977.aiff,0
